local_pair,local_sentence_index_0based,external_direction,best_similarity,match_method,local_model,local_strategy,local_matched_text,external_matched_text,best_target_index,external_column,external_sample_domain,external_sample_id,external_src,external_ref
en-de-new,48,en-de,0.8624,token_f1,C35,it,"Es hat eine schlankere Formgebung, die besser in den Händen liegt, es gibt keine scharfen Ecken, an denen man hängen bleiben kann, und durch das fest angebrachte Stromkabel ist es weitaus weniger anfällig für Beschädigungen als der ursprüngliche XB1-Controller. Die Nachteile sind: 1) Der Vibrationseffekt, der bei Action-Spielen ausgelöst wird, fühlt sich viel schwächer an. 2) Der Richtungsjoystick und die Tasten des Controllers nutzen sich sehr schnell ab. Wir sind sehr grob und neigen dazu, 2-3 Controller pro Jahr zu verschleißen. Daher müssen wir bei unseren jährlichen Investitionen in Controller wählerisch und umsichtig sein, was wir kaufen. Der Controller könnte haltbarere Federn vertragen; nach ein paar Monaten reagieren die am häufigsten verwendeten Tasten nicht mehr, und der rechte Joystick verliert seine Zentrierung, d.h. Kartenbildschirme zoomen und Charaktere laufen vorwärts, ohne dass man die Steuerung überhaupt berührt.","Es hat ein schlankeres Design, das besser in den Händen liegt, es gibt keine scharfen Ecken, an denen man hängen bleiben könnte, und mit dem fest angebrachten Stromkabel ist es weit weniger anfällig für Schäden als der ursprüngliche XB1-Controller. Die Nachteile sind: 1) Der Vibrations-Effekt, der bei Action-Spielen ausgelöst wird, fühlt sich viel schwächer an. 2) Der Richtungs-Joystick und die Tasten des Controllers nutzen sich sehr schnell ab. Wir sind sehr grobmotorisch und neigen dazu, 2-3 Controller pro Jahr zu verschleißen. Daher müssen wir bei unseren jährlichen Investitionen in Controller wählerisch und umsichtig sein. Der Controller könnte robustere Federn vertragen; nach ein paar Monaten reagieren die am meisten benutzten Tasten nicht mehr und der rechte Joystick verliert seine Zentrierung, d.h. Kartenbildschirme zoomen ein und Charaktere laufen vorwärts, ohne dass die Steuerung überhaupt berührt wird.",553,GPT4-5shot,user_review,video_games-3-en_0470157-121,"It has a slimmer design shape that fits better in the hands, there are no sharp corners to snag on and with the power cord as a permanent attachment, it's far less prone to damage than the original XB1 controller. The downsides are: 1) The vibration effect that is triggered in action gaming feels much weaker. 2) The controller's directional joystick and buttons wear out very quickly. We are very heavy handed and tend to wear out 2-3 controllers per year. So for us, making investments in controllers yearly means we have to be picky and prudent about what we purchase. The controller could do with more durable springs; after a couple months, buttons that are used the most stop responding and the right joystick loses it's centering, IE- makes map screens zoom in and characters walk forwards without even touching the controls.","Der Controller hat ein schmaleres Design, das besser in der Hand liegt, und keine spitzen Ecken, an denen man sich verfängt. Mit dem Stromkabel, das permanent angebracht ist, wird er auch lange nicht so schnell beschädigt wie der ursprüngliche XB1-Controller. Die Nachteile sind: 1) Der Vibrationseffekt, der in Action-Spielen ausgelöst wird, fühlt sich deutlich schwächer an. 2) Der Richtungs-Joystick und die Knöpfe des Controllers nutzen schnell ab. Wir spielen ziemlich kraftvoll und brauchen 2–3 Controller im Jahr. Wenn wir jährlich in Controller investieren, müssen wir also wählerisch sein und gut aufpassen, welche wir kaufen. Der Controller könnte solidere Federn haben, denn nach nur ein paar Monaten reagieren die Knöpfe, die am meisten benutzt werden, nicht mehr und der rechte Joystick bleibt nicht mehr in der Mitte, zoomt also plötzlich in Übersichtskarten hinein oder lässt Charaktere vorwärts laufen, ohne dass man die Steuerelemente berührt."
en-de-new,49,en-de,0.2759,token_f1,C3,tear,"Sehr schöne Gitarre. Schade, dass die Firma nicht weiß, wie sie ihr Produkt schützen kann. Versuchen Sie gar nicht erst, eine unbeschädigte zu erhalten. Wir haben 2 wegen Transportschäden zurückgeschickt, und die 3. war ebenfalls beschädigt. Wir haben es aufgegeben. Sie versenden sie in einem weichen dünnen Koffer mit einem Blatt Packpapier in einem Karton. Keine Polsterung.","Es war besonders bedauerlich, dass Leigh Drennan, Vorsitzender von Labour North West und Berater der Jeremy Corbyn-Unterstützerin von Warrington North, Charlotte Nichols, nicht auf die Longlist gesetzt wurde, um zu versuchen, den Sitz von den Konservativen zurückzugewinnen, obwohl er Nominierungen von vier großen Gewerkschaften erhalten hatte. Reeves sagte, sie habe nichts mit der Kandidatenauswahl zu tun, fügte aber hinzu: „Ich weiß, dass es wirklich wichtig ist, dass wir strenge Verfahren dafür haben, wer auf die Longlist und wer in die engere Wahl kommen kann.“",40,ONLINE-Y,news,guardian.114833,"There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: ""I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted.""","Besondere Unzufriedenheit gab es damit, dass Leigh Drennan, der Vorsitzende von Labour North West und Berater der Warrington North-Abgeordneten Charlotte Nichols, die Jeremy Corbyn unterstützt, nicht auf die Longlist gesetzt wurde, um zu versuchen, Sitze von den Konservativen zurückzugewinnen, obwohl er von vier großen Gewerkschaften nominiert worden war. Reeves sagte, dass sie nichts mit der Auswahl der Kandidaten zu tun hatte, aber fügte hinzu: „Ich weiß, dass es sehr wichtig ist, dass wir strenge Prozesse dafür haben, wer auf die Longlist und wer auf die Shortlist gesetzt werden kann.“"
en-de-new,50,en-de,1.0,token_f1,G35,tear,"Es gab bereits vor 2020 Fernarbeit. Es wird auch in absehbarer Zukunft noch Jobs geben, die remote erledigt werden können.","Es gab bereits vor 2020 Fernarbeit. Auch in absehbarer Zukunft wird es noch Jobs geben, die remote erledigt werden können.",246,GPT4-5shot,social,jacobyaudio.110351243790971008,There was remote work prior to 2020. There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"Es gab schon vor 2020 Fernarbeit. Es wird auch weiterhin Jobs geben, die in absehbarer Zukunft aus der Ferne ausgeführt werden können."
de-en-new,50,en-de,1.0,token_f1,G35,tear,"Es gab bereits vor 2020 Fernarbeit. Es wird auch in absehbarer Zukunft noch Jobs geben, die remote erledigt werden können.","Es gab bereits vor 2020 Fernarbeit. Auch in absehbarer Zukunft wird es noch Jobs geben, die remote erledigt werden können.",246,GPT4-5shot,social,jacobyaudio.110351243790971008,"Es gab schon vor 2020 Fernarbeit. Es wird auch weiterhin Jobs geben, die in absehbarer Zukunft aus der Ferne ausgeführt werden können.",There was remote work prior to 2020. There are still going to be jobs that can be accomplished remotely for the foreseeable future.
en-de-new,51,en-de,0.2785,token_f1,C3,it,"Eine der Mädchen sagte: ""Das hast du nun davon."" ""Sie liebte das Leben. Sie war das glücklichste Kind. Jeder liebte sie"", sagte ihr Vater Michael Kuch am Donnerstag gegenüber CBS New York und fügte hinzu, dass er wütend ist und möchte, dass jeder das Video sieht und was die Teenager seiner Tochter angetan haben.","Jeder Künstler war dort und machte die gleichen Fehler. Gute Kritik ist da, um das Problem schnell zu beheben, und richtet sich nicht nach Ihren Fähigkeiten. Sie geht davon aus, dass Sie die Fähigkeit haben, das Problem zu beheben oder eine Lösung zu finden.",344,ONLINE-M,social,viridian.110348408105752000,"Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.","Jeder Künstler war schon einmal an diesem Punkt, hat die gleichen Fehler gemacht. Gute Kritik hilft, das Problem schnell zu beheben, und richtet sich nicht gegen deine Fähigkeiten. Vorausgesetzt, dass du das Problem beheben oder eine Lösung finden kannst."
en-de-new,52,en-de,0.9492,token_f1,C3,it,"The Last of Us ist ein einfaches und kanonisches Beispiel für Dad-ification. Joel nutzt seine Fähigkeiten und seine Bereitschaft, (extreme) Gewalttaten zu vollbringen, um eine Aufgabe zu erfüllen, die als ""fürsorglich"" kodiert ist.","The Last of Us ist ein einfaches und kanonisches Beispiel für die Dad-ification. Joel nutzt seine Fähigkeiten und Fähigkeiten, (extreme) Gewalttaten zu verüben, um eine Aufgabe zu erfüllen, die als ""fürsorglich"" kodiert ist.",198,NLLB_Greedy,social,eli_oat.110350998292172992,"The Last of Us is an easy and canonical example of dad-ification. Joel uses his skills and ability to enact (extreme) acts of violence to accomplish a task that is coded as ""caring.""","The Last of Us ist ein einfaches und kanonisches Beispiel einer Vaterisierung. Joel nutzt sein Geschick und seine Fähigkeit, (extreme) Gewalttaten zu beschließen, um eine Aufgabe, die als „Fürsorge“ verschlüsselt ist, zu erfüllen."
de-en-new,52,en-de,0.9492,token_f1,C3,it,"The Last of Us ist ein einfaches und kanonisches Beispiel für Dad-ification. Joel nutzt seine Fähigkeiten und seine Bereitschaft, (extreme) Gewalttaten zu vollbringen, um eine Aufgabe zu erfüllen, die als ""fürsorglich"" kodiert ist.","The Last of Us ist ein einfaches und kanonisches Beispiel für die Dad-ification. Joel nutzt seine Fähigkeiten und Fähigkeiten, (extreme) Gewalttaten zu verüben, um eine Aufgabe zu erfüllen, die als ""fürsorglich"" kodiert ist.",198,NLLB_Greedy,social,eli_oat.110350998292172992,"The Last of Us ist ein einfaches und kanonisches Beispiel einer Vaterisierung. Joel nutzt sein Geschick und seine Fähigkeit, (extreme) Gewalttaten zu beschließen, um eine Aufgabe, die als „Fürsorge“ verschlüsselt ist, zu erfüllen.","The Last of Us is an easy and canonical example of dad-ification. Joel uses his skills and ability to enact (extreme) acts of violence to accomplish a task that is coded as ""caring."""
en-de-new,53,en-de,0.92,token_f1,G4o,it,"Ich wundere mich oft über die menschliche Fähigkeit, *so* hart zu sich selbst zu sein, während man von so vielen Beweisen dafür, wie tatsächliche Grausamkeit aussieht, überschwemmt wird.","Ich wundere mich oft über die menschliche Fähigkeit, so niedergeschlagen zu sein, während man von so vielen Beweisen dafür überschwemmt wird, wie tatsächliche Grausamkeit aussieht.",284,ZengHuiMT,social,MLClark.110350771110364992,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Ich wundere mich oft über die menschliche Fähigkeit, *so* selbstkritisch zu sein, während man mit so vielen Belegen für echte Grausamkeit überflutet wird."
de-en-new,53,en-de,0.92,token_f1,G4o,it,"Ich wundere mich oft über die menschliche Fähigkeit, *so* hart zu sich selbst zu sein, während man von so vielen Beweisen dafür, wie tatsächliche Grausamkeit aussieht, überschwemmt wird.","Ich wundere mich oft über die menschliche Fähigkeit, so niedergeschlagen zu sein, während man von so vielen Beweisen dafür überschwemmt wird, wie tatsächliche Grausamkeit aussieht.",284,ZengHuiMT,social,MLClark.110350771110364992,"Ich wundere mich oft über die menschliche Fähigkeit, *so* selbstkritisch zu sein, während man mit so vielen Belegen für echte Grausamkeit überflutet wird.",I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.
en-de-new,54,en-de,0.2366,token_f1,G35,it,"Ihr Fall: Wir hoffen, dass Biden einen Plan für den Umgang mit dem Ende von Titel 42 hat, wenn sie es tun, haben sie es nicht vollständig geteilt.","Es gab besonders Unzufriedenheit darüber, dass Leigh Drennan, der Vorsitzende von Labour North West und Assistentin der Jeremy Corbyn unterstützenden Warrington North MP Charlotte Nichols, nicht auf die Longlist gesetzt wurde, um den Sitz von den Konservativen zurückzugewinnen, obwohl er Nominierungen von vier großen Gewerkschaften erhielt. Reeves sagte, sie habe nichts mit der Kandidatenauswahl zu tun, fügte aber hinzu: ""Ich weiß, dass es wirklich wichtig ist, dass wir strenge Prozesse für diejenigen haben, die auf die Longlist und die Shortlist gesetzt werden können.""",40,GPT4-5shot,news,guardian.114833,"There has been particular unhappiness that Leigh Drennan, the chair of Labour North West and aide to the Jeremy Corbyn-supporting Warrington North MP Charlotte Nichols, was not longlisted to try to win the seat back from the Conservatives, despite garnering nominations from four big trade unions. Reeves said she had nothing to do with candidate selection, but added: ""I do know that it's really important that we have rigorous processes for who can be longlisted and who can be shortlisted.""","Besondere Unzufriedenheit gab es damit, dass Leigh Drennan, der Vorsitzende von Labour North West und Berater der Warrington North-Abgeordneten Charlotte Nichols, die Jeremy Corbyn unterstützt, nicht auf die Longlist gesetzt wurde, um zu versuchen, Sitze von den Konservativen zurückzugewinnen, obwohl er von vier großen Gewerkschaften nominiert worden war. Reeves sagte, dass sie nichts mit der Auswahl der Kandidaten zu tun hatte, aber fügte hinzu: „Ich weiß, dass es sehr wichtig ist, dass wir strenge Prozesse dafür haben, wer auf die Longlist und wer auf die Shortlist gesetzt werden kann.“"
en-de-new,55,en-de,0.2182,token_f1,C35,tear,"„So etwas hört man nicht oft: ‚Ich setze ihn nur in Glasgow ab'"", sagte der Kartenverkäufer.","Und das, obwohl ich hier in den letzten beiden Nächten nicht so gut geschlafen habe wie zu Hause und ein wenig #MECFS-erregt bin, einfach weil ich mich in einer fremden Umgebung befinde, in der ich mich nicht so gut einteilen kann und mir merken muss, wo etwas ist.",334,ONLINE-W,social,Splodgenoodles.110347870538880000,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","Und das auch, obwohl ich hier in den letzten beiden Nächten nicht so gut geschlafen habe wie zu Hause und ein wenig #MECFS habe, weil ich mich einfach in einem fremden Umfeld befinde, in dem ich mich nicht so gut zurechtfinde und mir merken muss, wo was ist."
en-de-new,56,en-de,1.0,token_f1,C3,it,"Cooles Konzept! Es braucht nur noch ein paar Verbesserungen, um es zu einem wirklich großartigen Produkt zu machen.","Cooles Konzept! Braucht nur noch ein paar Verbesserungen, um es zu einem wirklich großartigen Produkt zu machen",523,ONLINE-Y,user_review,musical_instruments-4-en_0522818-189,Cool concept! Just needs some more improvements to make it a really awesome product,"Cooles Konzept! Braucht nur ein paar Verbesserungen, um es zu einem tollen Produkt zu machen"
de-en-new,56,en-de,1.0,token_f1,C3,it,"Cooles Konzept! Es braucht nur noch ein paar Verbesserungen, um es zu einem wirklich großartigen Produkt zu machen.","Cooles Konzept! Braucht nur noch ein paar Verbesserungen, um es zu einem wirklich großartigen Produkt zu machen",523,ONLINE-Y,user_review,musical_instruments-4-en_0522818-189,"Cooles Konzept! Braucht nur ein paar Verbesserungen, um es zu einem tollen Produkt zu machen",Cool concept! Just needs some more improvements to make it a really awesome product
